ds,y,source
2026-03-03 21:16:00,0.0,synthetic
2026-03-03 21:17:00,8.556139996125152,synthetic
2026-03-03 21:18:00,7.9552043193474855,synthetic
2026-03-03 21:19:00,9.602386245271889,synthetic
2026-03-03 21:20:00,0.0,synthetic
2026-03-03 21:21:00,0.0,synthetic
2026-03-03 21:22:00,0.0,synthetic
2026-03-03 21:23:00,0.008075411286286393,synthetic
2026-03-03 21:24:00,0.05741640852529486,synthetic
2026-03-03 21:25:00,0.0,synthetic
2026-03-03 21:26:00,15.288688204274655,synthetic
2026-03-03 21:27:00,16.23632620560829,synthetic
2026-03-03 21:28:00,4.644332832279508,synthetic
2026-03-03 21:29:00,0.0,synthetic
2026-03-03 21:30:00,0.0,synthetic
2026-03-03 21:31:00,12.82565191175604,synthetic
2026-03-03 21:32:00,0.0,synthetic
2026-03-03 21:33:00,13.350332509722834,synthetic
2026-03-03 21:34:00,0.0,synthetic
2026-03-03 21:35:00,0.0,synthetic
2026-03-03 21:36:00,1.8529268842519202,synthetic
2026-03-03 21:37:00,0.0,synthetic
2026-03-03 21:38:00,15.093664465378264,synthetic
2026-03-03 21:39:00,0.931551026033378,synthetic
2026-03-03 21:40:00,0.0,synthetic
2026-03-03 21:41:00,0.0,synthetic
2026-03-03 21:42:00,9.030313442982518,synthetic
2026-03-03 21:43:00,7.993281318269325,synthetic
2026-03-03 21:44:00,11.568446364912866,synthetic
2026-03-03 21:45:00,0.5646951590515321,synthetic
2026-03-03 21:46:00,0.0,synthetic
2026-03-03 21:47:00,0.0,synthetic
2026-03-03 21:48:00,6.042000714058101,synthetic
2026-03-03 21:49:00,0.0,synthetic
2026-03-03 21:50:00,0.0,synthetic
2026-03-03 21:51:00,0.8038835263708386,synthetic
2026-03-03 21:52:00,9.2074601679506,synthetic
2026-03-03 21:53:00,27.159522247312154,synthetic
2026-03-03 21:54:00,13.424057859445355,synthetic
2026-03-03 21:55:00,8.657818562734382,synthetic
2026-03-03 21:56:00,5.544968533209892,synthetic
2026-03-03 21:57:00,0.9687449969201071,synthetic
2026-03-03 21:58:00,5.629330977053829,synthetic
2026-03-03 21:59:00,20.010159635964076,synthetic
2026-03-03 22:00:00,22.429940102940808,synthetic
2026-03-03 22:01:00,0.0,synthetic
2026-03-03 22:02:00,47.77547061486153,synthetic
2026-03-03 22:03:00,28.858069737766247,synthetic
2026-03-03 22:04:00,45.5241119723152,synthetic
2026-03-03 22:05:00,9.996151355283594,synthetic
2026-03-03 22:06:00,0.0,synthetic
2026-03-03 22:07:00,24.121019780772603,synthetic
2026-03-03 22:08:00,5.757107292268518,synthetic
2026-03-03 22:09:00,0.0,synthetic
2026-03-03 22:10:00,42.610185905594896,synthetic
2026-03-03 22:11:00,72.44684326793663,synthetic
2026-03-03 22:12:00,23.935648162801595,synthetic
2026-03-03 22:13:00,22.761845666697617,synthetic
2026-03-03 22:14:00,72.08251242176453,synthetic
2026-03-03 22:15:00,0.0,synthetic
2026-03-03 22:16:00,0.0,synthetic
2026-03-03 22:17:00,34.20398099995188,synthetic
2026-03-03 22:18:00,84.66847780105321,synthetic
2026-03-03 22:19:00,0.0,synthetic
2026-03-03 22:20:00,2.2704526953942192,synthetic
2026-03-03 22:21:00,7.071853684996283,synthetic
2026-03-03 22:22:00,18.312542808737025,synthetic
